SalesAmount,TotalProductCost,ProductStandardCost,UnitPriceDiscountPct,ExtendedAmount,UnitPrice,OrderQuantity,SalesTerritoryId,OrderDate,ProductId,SalesOrderLineId,Channel,SalesOrder,CustomerId,ResellerId
419.46,413.15,413.15,0,419.46,419.46,1,4,2019-01-08,326,43904011,,,-1,255
874.79,884.71,884.71,0,874.79,874.79,1,4,2019-01-08,319,43904012,,,-1,255
2097.29,2065.73,413.15,0,2097.29,419.46,5,5,2019-02-08,342,43905001,,,-1,612
367.88,362.97,181.49,0,367.88,183.94,2,5,2019-02-08,262,43905002,,,-1,612
2146.96,2171.29,2171.29,0,2146.96,2146.96,1,5,2019-02-08,314,43905003,,,-1,612
419.46,413.15,413.15,0,419.46,419.46,1,5,2019-02-08,328,43905004,,,-1,612
419.46,413.15,413.15,0,419.46,419.46,1,5,2019-02-08,332,43905005,,,-1,612
178.58,176.2,176.2,0,178.58,178.58,1,5,2019-02-08,285,43905006,,,-1,612
419.46,413.15,413.15,0,419.46,419.46,1,5,2019-02-08,326,43905007,,,-1,612
1749.59,1769.42,884.71,0,1749.59,874.79,2,5,2019-02-08,319,43905008,,,-1,612
367.88,362.97,181.49,0,367.88,183.94,2,5,2019-02-08,270,43905009,,,-1,612
874.79,884.71,884.71,0,874.79,874.79,1,5,2019-02-08,316,43905010,,,-1,612
838.92,826.29,413.15,0,838.92,419.46,2,5,2019-02-08,324,43905011,,,-1,612
10124.97,9490.47,1898.09,0,10124.97,2024.99,5,4,2019-02-08,348,43906001,,,-1,309
4049.99,3796.19,1898.09,0,4049.99,2024.99,2,4,2019-02-08,350,43906002,,,-1,309
111.15,88.3,3.4,0,123.5,4.75,26,4,2019-02-08,218,43906003,,,-1,309
2024.99,1898.09,1898.09,0,2024.99,2024.99,1,4,2019-02-08,351,43906004,,,-1,309
144.2,158.62,31.72,0,144.2,28.84,5,4,2019-02-08,232,43906005,,,-1,309
86.52,95.17,31.72,0,86.52,28.84,3,4,2019-02-08,229,43906006,,,-1,309
36.31,39.94,5.71,0,36.31,5.19,7,4,2019-02-08,223,43906007,,,-1,309
2039.99,1912.15,1912.15,0,2039.99,2039.99,1,4,2019-02-08,345,43906008,,,-1,309
6119.98,5736.46,1912.15,0,6119.98,2039.99,3,4,2019-02-08,347,43906009,,,-1,309
2039.99,1912.15,1912.15,0,2039.99,2039.99,1,4,2019-02-08,346,43906010,,,-1,309
6074.98,5694.28,1898.09,0,6074.98,2024.99,3,4,2019-02-08,349,43906011,,,-1,309
20.19,12.03,12.03,0,20.19,20.19,1,4,2019-02-08,215,43906012,,,-1,309
40.37,24.06,12.03,0,40.37,20.19,2,4,2019-02-08,220,43906013,,,-1,309
57.68,63.45,31.72,0,57.68,28.84,2,4,2019-02-08,235,43906014,,,-1,309
57.68,63.45,31.72,0,57.68,28.84,2,2,2019-03-08,232,43907001,,,-1,342
838.92,826.29,413.15,0,838.92,419.46,2,2,2019-03-08,330,43907002,,,-1,342
367.88,362.97,181.49,0,367.88,183.94,2,2,2019-03-08,272,43907003,,,-1,342
357.16,352.4,176.2,0,357.16,178.58,2,2,2019-03-08,253,43907004,,,-1,342
419.46,413.15,413.15,0,419.46,419.46,1,2,2019-03-08,332,43907005,,,-1,342
28.84,31.72,31.72,0,28.84,28.84,1,2,2019-03-08,229,43907006,,,-1,342
2146.96,2171.29,2171.29,0,2146.96,2146.96,1,2,2019-03-08,314,43907007,,,-1,342
2097.29,2065.73,413.15,0,2097.29,419.46,5,2,2019-03-08,326,43907008,,,-1,342
40.37,24.06,12.03,0,40.37,20.19,2,2,2019-03-08,212,43907009,,,-1,342
1677.84,1652.59,413.15,0,1677.84,419.46,4,2,2019-03-08,324,43907010,,,-1,342
20.19,12.03,12.03,0,20.19,20.19,1,2,2019-03-08,215,43907011,,,-1,342
1258.38,1239.44,413.15,0,1258.38,419.46,3,2,2019-03-08,322,43907012,,,-1,342
183.94,181.49,181.49,0,183.94,183.94,1,2,2019-03-08,270,43907013,,,-1,342
20.19,12.03,12.03,0,20.19,20.19,1,2,2019-03-08,220,43907014,,,-1,342
1677.84,1652.59,413.15,0,1677.84,419.46,4,2,2019-03-08,328,43907015,,,-1,342
178.58,176.2,176.2,0,178.58,178.58,1,2,2019-03-08,285,43907016,,,-1,342
183.94,181.49,181.49,0,183.94,183.94,1,2,2019-03-08,264,43907017,,,-1,342
1258.38,1239.44,413.15,0,1258.38,419.46,3,2,2019-03-08,342,43907018,,,-1,342
874.79,884.71,884.71,0,874.79,874.79,1,2,2019-03-08,317,43907019,,,-1,342
874.79,884.71,884.71,0,874.79,874.79,1,2,2019-03-08,316,43907020,,,-1,342
86.52,95.17,31.72,0,86.52,28.84,3,2,2019-03-08,235,43907021,,,-1,342
10.37,11.41,5.71,0,10.37,5.19,2,2,2019-03-08,223,43907022,,,-1,342
356.9,352.14,352.14,0,356.9,356.9,1,2,2019-03-08,276,43908001,,,-1,432
2146.96,2171.29,2171.29,0,2146.96,2146.96,1,2,2019-03-08,310,43908002,,,-1,432
57.68,63.45,31.72,0,57.68,28.84,2,2,2019-03-08,232,43908003,,,-1,432
4049.99,3796.19,1898.09,0,4049.99,2024.99,2,1,2019-04-08,350,43909001,,,-1,326
6074.98,5694.28,1898.09,0,6074.98,2024.99,3,1,2019-04-08,349,43909002,,,-1,326
2144.11,1851.08,617.03,0,2144.11,714.7,3,1,2019-04-08,296,43909003,,,-1,326
818.7,706.81,706.81,0,818.7,818.7,1,1,2019-04-08,292,43909004,,,-1,326
4079.99,3824.31,1912.15,0,4079.99,2039.99,2,1,2019-04-08,347,43909005,,,-1,326
6074.98,5694.28,1898.09,0,6074.98,2024.99,3,1,2019-04-08,351,43909006,,,-1,326
1429.41,1234.06,617.03,0,1429.41,714.7,2,1,2019-04-08,304,43909007,,,-1,326
809.76,699.09,699.09,0,809.76,809.76,1,1,2019-04-08,300,43909008,,,-1,326
11.4,6.79,3.4,0,11.4,5.7,2,1,2019-04-08,218,43909009,,,-1,326
838.92,826.29,413.15,0,838.92,419.46,2,5,2019-05-08,326,43910001,,,-1,45
1677.84,1652.59,413.15,0,1677.84,419.46,4,5,2019-05-08,322,43910002,,,-1,45
3499.18,3538.83,884.71,0,3499.18,874.79,4,5,2019-05-08,319,43910003,,,-1,45
838.92,826.29,413.15,0,838.92,419.46,2,5,2019-05-08,330,43910004,,,-1,45
4293.92,4342.59,2171.29,0,4293.92,2146.96,2,5,2019-05-08,310,43910005,,,-1,45
874.79,884.71,884.71,0,874.79,874.79,1,5,2019-05-08,317,43910006,,,-1,45
356.9,352.14,352.14,0,356.9,356.9,1,5,2019-05-08,276,43910007,,,-1,45
178.58,176.2,176.2,0,178.58,178.58,1,5,2019-05-08,285,43910008,,,-1,45
1258.38,1239.44,413.15,0,1258.38,419.46,3,5,2019-05-08,342,43910009,,,-1,45
419.46,413.15,413.15,0,419.46,419.46,1,5,2019-05-08,334,43910010,,,-1,45
419.46,413.15,413.15,0,419.46,419.46,1,5,2019-05-08,338,43910011,,,-1,45
2097.29,2065.73,413.15,0,2097.29,419.46,5,5,2019-05-08,324,43910012,,,-1,45
356.9,352.14,352.14,0,356.9,356.9,1,5,2019-05-08,275,43910013,,,-1,45
183.94,181.49,181.49,0,183.94,183.94,1,5,2019-05-08,262,43910014,,,-1,45
367.88,362.97,181.49,0,367.88,183.94,2,5,2019-05-08,264,43910015,,,-1,45
1749.59,1769.42,884.71,0,1749.59,874.79,2,5,2019-05-08,315,43910016,,,-1,45
2936.21,2892.02,413.15,0,2936.21,419.46,7,1,2019-05-08,322,43911001,,,-1,433
2624.38,2654.12,884.71,0,2624.38,874.79,3,1,2019-05-08,319,43911002,,,-1,433
714.32,704.8,176.2,0,714.32,178.58,4,1,2019-05-08,285,43911003,,,-1,433
2624.38,2654.12,884.71,0,2624.38,874.79,3,1,2019-05-08,315,43911004,,,-1,433
367.88,362.97,181.49,0,367.88,183.94,2,1,2019-05-08,262,43911005,,,-1,433
57.68,63.45,31.72,0,57.68,28.84,2,1,2019-05-08,232,43911006,,,-1,433
1677.84,1652.59,413.15,0,1677.84,419.46,4,1,2019-05-08,326,43911007,,,-1,433
10.37,11.41,5.71,0,10.37,5.19,2,1,2019-05-08,223,43911008,,,-1,433
1258.38,1239.44,413.15,0,1258.38,419.46,3,1,2019-05-08,328,43911009,,,-1,433
1258.38,1239.44,413.15,0,1258.38,419.46,3,1,2019-05-08,324,43911010,,,-1,433
100.93,60.14,12.03,0,100.93,20.19,5,1,2019-05-08,220,43911011,,,-1,433
4293.92,4342.59,2171.29,0,4293.92,2146.96,2,1,2019-05-08,314,43911012,,,-1,433
419.46,413.15,413.15,0,419.46,419.46,1,1,2019-05-08,332,43911013,,,-1,433
838.92,826.29,413.15,0,838.92,419.46,2,1,2019-05-08,342,43911014,,,-1,433
551.81,544.46,181.49,0,551.81,183.94,3,1,2019-05-08,270,43911015,,,-1,433
874.79,884.71,884.71,0,874.79,874.79,1,4,2019-06-08,317,43912001,,,-1,403
1427.59,1408.56,352.14,0,1427.59,356.9,4,4,2019-06-08,275,43912002,,,-1,403
57.68,63.45,31.72,0,57.68,28.84,2,4,2019-06-08,229,43912003,,,-1,403
419.46,413.15,413.15,0,419.46,419.46,1,4,2019-06-08,322,43912004,,,-1,403
86.52,95.17,31.72,0,86.52,28.84,3,4,2019-06-08,235,43912005,,,-1,403
2097.29,2065.73,413.15,0,2097.29,419.46,5,4,2019-06-08,324,43912006,,,-1,403
367.88,362.97,181.49,0,367.88,183.94,2,4,2019-06-08,262,43912007,,,-1,403
874.79,884.71,884.71,0,874.79,874.79,1,4,2019-06-08,316,43912008,,,-1,403
838.92,826.29,413.15,0,838.92,419.46,2,4,2019-06-08,332,43912009,,,-1,403
183.94,181.49,181.49,0,183.94,183.94,1,4,2019-06-08,270,43912010,,,-1,403
40.37,24.06,12.03,0,40.37,20.19,2,4,2019-06-08,212,43912011,,,-1,403
838.92,826.29,413.15,0,838.92,419.46,2,4,2019-06-08,342,43912012,,,-1,403
2146.96,2171.29,2171.29,0,2146.96,2146.96,1,4,2019-06-08,314,43912013,,,-1,403
20.19,12.03,12.03,0,20.19,20.19,1,4,2019-06-08,215,43912014,,,-1,403
178.58,176.2,176.2,0,178.58,178.58,1,4,2019-06-08,285,43912015,,,-1,403
2624.38,2654.12,884.71,0,2624.38,874.79,3,4,2019-06-08,315,43912016,,,-1,403
8099.98,7592.38,1898.09,0,8099.98,2024.99,4,4,2019-06-08,349,43913001,,,-1,40
4079.99,3824.31,1912.15,0,4079.99,2039.99,2,4,2019-06-08,344,43913002,,,-1,40
28.84,31.72,31.72,0,28.84,28.84,1,4,2019-06-08,232,43913003,,,-1,40
2039.99,1912.15,1912.15,0,2039.99,2039.99,1,4,2019-06-08,345,43913004,,,-1,40
4049.99,3796.19,1898.09,0,4049.99,2024.99,2,4,2019-06-08,351,43913005,,,-1,40
20.19,12.03,12.03,0,20.19,20.19,1,4,2019-06-08,215,43913006,,,-1,40
10124.97,9490.47,1898.09,0,10124.97,2024.99,5,4,2019-06-08,350,43913007,,,-1,40
8099.98,7592.38,1898.09,0,8099.98,2024.99,4,4,2019-06-08,348,43913008,,,-1,40
10.37,11.41,5.71,0,10.37,5.19,2,4,2019-06-08,223,43913009,,,-1,40
100.93,60.14,12.03,0,100.93,20.19,5,4,2019-06-08,212,43913010,,,-1,40
28.5,16.98,3.4,0,28.5,5.7,5,4,2019-06-08,218,43913011,,,-1,40
40.37,24.06,12.03,0,40.37,20.19,2,4,2019-06-08,220,43913012,,,-1,40
2024.99,1898.09,1898.09,0,2024.99,2024.99,1,1,2019-06-08,351,43914001,,,-1,401
22.8,13.59,3.4,0,22.8,5.7,4,1,2019-06-08,218,43914002,,,-1,401
2039.99,1912.15,1912.15,0,2039.99,2039.99,1,1,2019-06-08,346,43914003,,,-1,401
2024.99,1898.09,1898.09,0,2024.99,2024.99,1,1,2019-06-08,349,43914004,,,-1,401
2039.99,1912.15,1912.15,0,2039.99,2039.99,1,1,2019-06-08,344,43914005,,,-1,401
4049.99,3796.19,1898.09,0,4049.99,2024.99,2,3,2019-07-08,351,43915001,,,-1,287
10124.97,9490.47,1898.09,0,10124.97,2024.99,5,3,2019-07-08,348,43916001,,,-1,348
86.52,95.17,31.72,0,86.52,28.84,3,3,2019-07-08,229,43916002,,,-1,348
12149.96,11388.57,1898.09,0,12149.96,2024.99,6,3,2019-07-08,349,43916003,,,-1,348
40.37,24.06,12.03,0,40.37,20.19,2,3,2019-07-08,215,43916004,,,-1,348
57.68,63.45,31.72,0,57.68,28.84,2,3,2019-07-08,235,43916005,,,-1,348
6119.98,5736.46,1912.15,0,6119.98,2039.99,3,3,2019-07-08,347,43916006,,,-1,348
809.76,699.09,699.09,0,809.76,809.76,1,3,2019-07-08,300,43916007,,,-1,348
40.37,24.06,12.03,0,40.37,20.19,2,3,2019-07-08,220,43916008,,,-1,348
10.37,11.41,5.71,0,10.37,5.19,2,3,2019-07-08,223,43916009,,,-1,348
4079.99,3824.31,1912.15,0,4079.99,2039.99,2,3,2019-07-08,346,43916010,,,-1,348
40.37,24.06,12.03,0,40.37,20.19,2,3,2019-07-08,212,43916011,,,-1,348
1637.4,1413.62,706.81,0,1637.4,818.7,2,3,2019-07-08,292,43916012,,,-1,348
4079.99,3824.31,1912.15,0,4079.99,2039.99,2,3,2019-07-08,345,43916013,,,-1,348
173.04,190.35,31.72,0,173.04,28.84,6,3,2019-07-08,232,43916014,,,-1,348
1258.38,1239.44,413.15,0,1258.38,419.46,3,1,2019-07-08,332,43917001,,,-1,218
1258.38,1239.44,413.15,0,1258.38,419.46,3,1,2019-07-08,328,43917002,,,-1,218
4293.92,4342.59,2171.29,0,4293.92,2146.96,2,1,2019-07-08,314,43917003,,,-1,218
357.16,352.4,176.2,0,357.16,178.58,2,1,2019-07-08,285,43917004,,,-1,218
551.81,544.46,181.49,0,551.81,183.94,3,1,2019-07-08,270,43917005,,,-1,218
60.56,36.08,12.03,0,60.56,20.19,3,1,2019-07-08,220,43917006,,,-1,218
20.75,22.82,5.71,0,20.75,5.19,4,1,2019-07-08,223,43917007,,,-1,218
4373.97,4423.54,884.71,0,4373.97,874.79,5,1,2019-07-08,315,43917008,,,-1,218
419.46,413.15,413.15,0,419.46,419.46,1,1,2019-07-08,324,43917009,,,-1,218
1258.38,1239.44,413.15,0,1258.38,419.46,3,1,2019-07-08,326,43917010,,,-1,218
6123.56,6192.96,884.71,0,6123.56,874.79,7,1,2019-07-08,319,43917011,,,-1,218
173.04,190.35,31.72,0,173.04,28.84,6,1,2019-07-08,232,43917012,,,-1,218
367.88,362.97,181.49,0,367.88,183.94,2,1,2019-07-08,262,43917013,,,-1,218
838.92,826.29,413.15,0,838.92,419.46,2,1,2019-07-08,342,43917014,,,-1,218
419.46,413.15,413.15,0,419.46,419.46,1,2,2017-01-09,326,44074001,,,-1,216
5.19,5.71,5.71,0,5.19,5.19,1,2,2017-01-09,223,44074002,,,-1,216
419.46,413.15,413.15,0,419.46,419.46,1,2,2017-01-09,342,44074003,,,-1,216
2039.99,1912.15,1912.15,0,2039.99,2039.99,1,1,2017-01-09,346,44075001,,,-1,92
8159.98,7648.62,1912.15,0,8159.98,2039.99,4,1,2017-01-09,344,44075002,,,-1,92
2024.99,1898.09,1898.09,0,2024.99,2024.99,1,1,2017-01-09,350,44075003,,,-1,92
4049.99,3796.19,1898.09,0,4049.99,2024.99,2,1,2017-01-09,351,44075004,,,-1,92
11.4,6.79,3.4,0,11.4,5.7,2,1,2017-01-09,218,44075005,,,-1,92
5.7,3.4,3.4,0,5.7,5.7,1,1,2017-01-09,219,44075006,,,-1,92
4049.99,3796.19,1898.09,0,4049.99,2024.99,2,1,2017-01-09,348,44075007,,,-1,92
4079.99,3824.31,1912.15,0,4079.99,2039.99,2,1,2017-01-09,345,44075008,,,-1,92
2024.99,1898.09,1898.09,0,2024.99,2024.99,1,1,2017-01-09,349,44075009,,,-1,92
2039.99,1912.15,1912.15,0,2039.99,2039.99,1,3,2017-02-09,344,44076001,,,-1,562
2039.99,1912.15,1912.15,0,2039.99,2039.99,1,3,2017-02-09,345,44076002,,,-1,562
874.79,884.71,884.71,0,874.79,874.79,1,6,2017-02-09,319,44077001,,,-1,173
838.92,826.29,413.15,0,838.92,419.46,2,6,2017-02-09,342,44077002,,,-1,173
28.84,31.72,31.72,0,28.84,28.84,1,6,2017-02-09,232,44077003,,,-1,173
40.37,24.06,12.03,0,40.37,20.19,2,6,2017-02-09,215,44077004,,,-1,173
838.92,826.29,413.15,0,838.92,419.46,2,6,2017-02-09,322,44077005,,,-1,173
2624.38,2654.12,884.71,0,2624.38,874.79,3,6,2017-02-09,315,44077006,,,-1,173
838.92,826.29,413.15,0,838.92,419.46,2,6,2017-02-09,326,44077007,,,-1,173
20.19,12.03,12.03,0,20.19,20.19,1,6,2017-02-09,212,44077008,,,-1,173
722.59,623.84,623.84,0,722.59,722.59,1,1,2017-03-09,293,44078001,,,-1,272
1429.41,1234.06,617.03,0,1429.41,714.7,2,1,2017-03-09,296,44078002,,,-1,272
714.7,617.03,617.03,0,714.7,714.7,1,1,2017-03-09,304,44078003,,,-1,272
6074.98,5694.28,1898.09,0,6074.98,2024.99,3,1,2017-03-09,350,44078004,,,-1,272
4079.99,3824.31,1912.15,0,4079.99,2039.99,2,1,2017-03-09,345,44078005,,,-1,272
10124.97,9490.47,1898.09,0,10124.97,2024.99,5,1,2017-03-09,351,44078006,,,-1,272
818.7,706.81,706.81,0,818.7,818.7,1,1,2017-03-09,292,44078007,,,-1,272
4079.99,3824.31,1912.15,0,4079.99,2039.99,2,1,2017-03-09,344,44078008,,,-1,272
1749.59,1769.42,884.71,0,1749.59,874.79,2,3,2017-03-09,315,44079001,,,-1,57
1749.59,1769.42,884.71,0,1749.59,874.79,2,3,2017-03-09,317,44079002,,,-1,57
838.92,826.29,413.15,0,838.92,419.46,2,3,2017-03-09,342,44079003,,,-1,57
838.92,826.29,413.15,0,838.92,419.46,2,3,2017-03-09,338,44079004,,,-1,57
80.75,48.11,12.03,0,80.75,20.19,4,3,2017-03-09,212,44079005,,,-1,57
551.81,544.46,181.49,0,551.81,183.94,3,3,2017-03-09,270,44079006,,,-1,57
2624.38,2654.12,884.71,0,2624.38,874.79,3,3,2017-03-09,316,44079007,,,-1,57
1677.84,1652.59,413.15,0,1677.84,419.46,4,3,2017-03-09,328,44079008,,,-1,57
40.37,24.06,12.03,0,40.37,20.19,2,3,2017-03-09,215,44079009,,,-1,57
1677.84,1652.59,413.15,0,1677.84,419.46,4,3,2017-03-09,324,44079010,,,-1,57
4293.92,4342.59,2171.29,0,4293.92,2146.96,2,3,2017-03-09,314,44079011,,,-1,57
356.9,352.14,352.14,0,356.9,356.9,1,3,2017-03-09,275,44079012,,,-1,57
144.2,158.62,31.72,0,144.2,28.84,5,3,2017-03-09,229,44079013,,,-1,57
20.75,22.82,5.71,0,20.75,5.19,4,3,2017-03-09,223,44079014,,,-1,57
183.94,181.49,181.49,0,183.94,183.94,1,3,2017-03-09,262,44079015,,,-1,57
1677.84,1652.59,413.15,0,1677.84,419.46,4,3,2017-03-09,332,44079016,,,-1,57
178.58,176.2,176.2,0,178.58,178.58,1,3,2017-03-09,253,44079017,,,-1,57
57.68,63.45,31.72,0,57.68,28.84,2,3,2017-03-09,235,44079018,,,-1,57
178.58,176.2,176.2,0,178.58,178.58,1,3,2017-03-09,285,44079019,,,-1,57
2097.29,2065.73,413.15,0,2097.29,419.46,5,3,2017-03-09,326,44079020,,,-1,57
183.94,181.49,181.49,0,183.94,183.94,1,3,2017-03-09,272,44079021,,,-1,57
551.81,544.46,181.49,0,551.81,183.94,3,3,2017-03-09,264,44079022,,,-1,57
60.56,36.08,12.03,0,60.56,20.19,3,3,2017-03-09,220,44079023,,,-1,57
2097.29,2065.73,413.15,0,2097.29,419.46,5,3,2017-03-09,322,44079024,,,-1,57
115.36,126.9,31.72,0,115.36,28.84,4,3,2017-03-09,232,44079025,,,-1,57
838.92,826.29,413.15,0,838.92,419.46,2,3,2017-03-09,334,44079026,,,-1,57
838.92,826.29,413.15,0,838.92,419.46,2,3,2017-03-09,330,44079027,,,-1,57
11.4,6.79,3.4,0,11.4,5.7,2,4,2017-03-09,218,44080001,,,-1,439
722.59,623.84,623.84,0,722.59,722.59,1,6,2017-03-09,307,44081001,,,-1,118
57.68,63.45,31.72,0,57.68,28.84,2,6,2017-03-09,232,44081002,,,-1,118
10124.97,9490.47,1898.09,0,10124.97,2024.99,5,6,2017-03-09,348,44081003,,,-1,118
80.75,48.11,12.03,0,80.75,20.19,4,6,2017-03-09,215,44081004,,,-1,118
714.7,617.03,617.03,0,714.7,714.7,1,6,2017-03-09,296,44081005,,,-1,118
28.84,31.72,31.72,0,28.84,28.84,1,6,2017-03-09,235,44081006,,,-1,118
11.4,6.79,3.4,0,11.4,5.7,2,6,2017-03-09,218,44081007,,,-1,118
57.68,63.45,31.72,0,57.68,28.84,2,6,2017-03-09,229,44081008,,,-1,118
1637.4,1413.62,706.81,0,1637.4,818.7,2,6,2017-03-09,292,44081009,,,-1,118
4079.99,3824.31,1912.15,0,4079.99,2039.99,2,6,2017-03-09,345,44081010,,,-1,118
15.56,17.12,5.71,0,15.56,5.19,3,6,2017-03-09,223,44081011,,,-1,118
6074.98,5694.28,1898.09,0,6074.98,2024.99,3,6,2017-03-09,349,44081012,,,-1,118
4049.99,3796.19,1898.09,0,4049.99,2024.99,2,6,2017-03-09,350,44081013,,,-1,118
8159.98,7648.62,1912.15,0,8159.98,2039.99,4,6,2017-03-09,347,44081014,,,-1,118
1619.52,1398.19,699.09,0,1619.52,809.76,2,6,2017-03-09,300,44081015,,,-1,118
100.93,60.14,12.03,0,100.93,20.19,5,6,2017-03-09,212,44081016,,,-1,118
2039.99,1912.15,1912.15,0,2039.99,2039.99,1,6,2017-03-09,345,44082001,,,-1,47
874.79,884.71,884.71,0,874.79,874.79,1,6,2017-04-09,319,44083001,,,-1,631
57.68,63.45,31.72,0,57.68,28.84,2,6,2017-04-09,232,44083002,,,-1,631
10.37,11.41,5.71,0,10.37,5.19,2,6,2017-04-09,223,44083003,,,-1,631
419.46,413.15,413.15,0,419.46,419.46,1,6,2017-04-09,342,44083004,,,-1,631
4049.99,3796.19,1898.09,0,4049.99,2024.99,2,6,2017-04-09,351,44084001,,,-1,551
4079.99,3824.31,1912.15,0,4079.99,2039.99,2,6,2017-04-09,345,44084002,,,-1,551
419.46,413.15,413.15,0,419.46,419.46,1,6,2017-05-09,326,44085001,,,-1,155
2624.38,2654.12,884.71,0,2624.38,874.79,3,6,2017-05-09,315,44085002,,,-1,155
57.68,63.45,31.72,0,57.68,28.84,2,6,2017-05-09,235,44085003,,,-1,155
838.92,826.29,413.15,0,838.92,419.46,2,6,2017-05-09,324,44085004,,,-1,155
10.37,11.41,5.71,0,10.37,5.19,2,6,2017-05-09,223,44085005,,,-1,155
367.88,362.97,181.49,0,367.88,183.94,2,6,2017-05-09,262,44085006,,,-1,155
60.56,36.08,12.03,0,60.56,20.19,3,6,2017-05-09,215,44085007,,,-1,155
8587.85,8685.18,2171.29,0,8587.85,2146.96,4,6,2017-05-09,314,44085008,,,-1,155
551.81,544.46,181.49,0,551.81,183.94,3,6,2017-05-09,270,44085009,,,-1,155
1258.38,1239.44,413.15,0,1258.38,419.46,3,6,2017-05-09,328,44085010,,,-1,155
178.58,176.2,176.2,0,178.58,178.58,1,6,2017-05-09,285,44085011,,,-1,155
356.9,352.14,352.14,0,356.9,356.9,1,6,2017-05-09,275,44085012,,,-1,155
28.84,31.72,31.72,0,28.84,28.84,1,6,2017-05-09,232,44085013,,,-1,155
1258.38,1239.44,413.15,0,1258.38,419.46,3,6,2017-05-09,322,44085014,,,-1,155
419.46,413.15,413.15,0,419.46,419.46,1,6,2017-05-09,334,44085015,,,-1,155
80.75,48.11,12.03,0,80.75,20.19,4,6,2017-05-09,220,44085016,,,-1,155
874.79,884.71,884.71,0,874.79,874.79,1,6,2017-05-09,319,44085017,,,-1,155
80.75,48.11,12.03,0,80.75,20.19,4,6,2017-05-09,212,44085018,,,-1,155
419.46,413.15,413.15,0,419.46,419.46,1,6,2017-05-09,338,44085019,,,-1,155
419.46,413.15,413.15,0,419.46,419.46,1,6,2017-05-09,342,44085020,,,-1,155
1749.59,1769.42,884.71,0,1749.59,874.79,2,6,2017-05-09,316,44085021,,,-1,155
6119.98,5736.46,1912.15,0,6119.98,2039.99,3,6,2017-05-09,344,44086001,,,-1,678
818.7,706.81,706.81,0,818.7,818.7,1,6,2017-05-09,292,44086002,,,-1,678
57,33.96,3.4,0,57,5.7,10,6,2017-05-09,218,44086003,,,-1,678
8159.98,7648.62,1912.15,0,8159.98,2039.99,4,6,2017-05-09,346,44086004,,,-1,678
8099.98,7592.38,1898.09,0,8099.98,2024.99,4,6,2017-05-09,348,44086005,,,-1,678
10124.97,9490.47,1898.09,0,10124.97,2024.99,5,6,2017-05-09,349,44086006,,,-1,678
8159.98,7648.62,1912.15,0,8159.98,2039.99,4,6,2017-05-09,345,44086007,,,-1,678
80.75,48.11,12.03,0,80.75,20.19,4,6,2017-05-09,215,44086008,,,-1,678
10199.97,9560.77,1912.15,0,10199.97,2039.99,5,6,2017-05-09,347,44086009,,,-1,678
86.52,95.17,31.72,0,86.52,28.84,3,6,2017-05-09,229,44086010,,,-1,678
3573.52,3085.14,617.03,0,3573.52,714.7,5,6,2017-05-09,296,44086011,,,-1,678
8099.98,7592.38,1898.09,0,8099.98,2024.99,4,6,2017-05-09,351,44086012,,,-1,678
2167.78,1871.52,623.84,0,2167.78,722.59,3,6,2017-05-09,307,44086013,,,-1,678
115.36,126.9,31.72,0,115.36,28.84,4,6,2017-05-09,232,44086014,,,-1,678
51.87,57.05,5.71,0,51.87,5.19,10,6,2017-05-09,223,44086015,,,-1,678
100.93,60.14,12.03,0,100.93,20.19,5,6,2017-05-09,212,44086016,,,-1,678
2858.82,2468.11,617.03,0,2858.82,714.7,4,6,2017-05-09,304,44086017,,,-1,678
201.87,120.28,12.03,0,201.87,20.19,10,6,2017-05-09,220,44086018,,,-1,678
86.52,95.17,31.72,0,86.52,28.84,3,6,2017-05-09,235,44086019,,,-1,678
2429.28,2097.28,699.09,0,2429.28,809.76,3,6,2017-05-09,300,44086020,,,-1,678
2167.78,1871.52,623.84,0,2167.78,722.59,3,6,2017-05-09,293,44086021,,,-1,678
4293.92,4342.59,2171.29,0,4293.92,2146.96,2,4,2017-05-09,310,44087001,,,-1,96
713.8,704.28,352.14,0,713.8,356.9,2,4,2017-05-09,276,44087002,,,-1,96
419.46,413.15,413.15,0,419.46,419.46,1,4,2017-06-09,330,44088001,,,-1,624
838.92,826.29,413.15,0,838.92,419.46,2,4,2017-06-09,342,44089001,,,-1,114
838.92,826.29,413.15,0,838.92,419.46,2,4,2017-06-09,326,44089002,,,-1,114
419.46,413.15,413.15,0,419.46,419.46,1,4,2017-06-09,322,44089003,,,-1,114
419.46,413.15,413.15,0,419.46,419.46,1,4,2017-06-09,324,44090001,,,-1,417
86.52,95.17,31.72,0,86.52,28.84,3,4,2017-06-09,229,44090002,,,-1,417
201.88,222.07,31.72,0,201.88,28.84,7,4,2017-06-09,232,44090003,,,-1,417
1749.59,1769.42,884.71,0,1749.59,874.79,2,4,2017-06-09,319,44090004,,,-1,417
40.37,24.06,12.03,0,40.37,20.19,2,4,2017-06-09,220,44090005,,,-1,417
40.37,24.06,12.03,0,40.37,20.19,2,4,2017-06-09,215,44090006,,,-1,417
86.52,95.17,31.72,0,86.52,28.84,3,4,2017-06-09,235,44090007,,,-1,417
183.94,181.49,181.49,0,183.94,183.94,1,4,2017-06-09,270,44090008,,,-1,417
