Date,YYYYQ,FiscalQuarter,YYYYMM,Month,MonthName,MonthNumber,MonthShort,FullDate,Year,Year,QuarterNumber,DayNumber
2019-01-05,FY2018,FY2018 Q3,2018 Feb,Feb,Feb,2,,2018 Feb 16,2018,201802,Q3,16
2019-01-06,FY2018,FY2018 Q3,2018 Feb,Feb,Feb,2,,2018 Feb 17,2018,201802,Q3,17
2019-01-07,FY2018,FY2018 Q3,2018 Feb,Feb,Feb,2,,2018 Feb 18,2018,201802,Q3,18
2019-01-08,FY2018,FY2018 Q3,2018 Feb,Feb,Feb,2,,2018 Feb 19,2018,201802,Q3,19
2019-01-09,FY2018,FY2018 Q3,2018 Feb,Feb,Feb,2,,2018 Feb 20,2018,201802,Q3,20
2019-01-10,FY2018,FY2018 Q3,2018 Feb,Feb,Feb,2,,2018 Feb 21,2018,201802,Q3,21
2019-01-11,FY2018,FY2018 Q3,2018 Feb,Feb,Feb,2,,2018 Feb 22,2018,201802,Q3,22
2019-01-12,FY2018,FY2018 Q3,2018 Feb,Feb,Feb,2,,2018 Feb 23,2018,201802,Q3,23
2019-01-13,FY2018,FY2018 Q3,2018 Feb,Feb,Feb,2,,2018 Feb 24,2018,201802,Q3,24
2019-01-14,FY2018,FY2018 Q3,2018 Feb,Feb,Feb,2,,2018 Feb 25,2018,201802,Q3,25
2019-01-15,FY2018,FY2018 Q3,2018 Feb,Feb,Feb,2,,2018 Feb 26,2018,201802,Q3,26
2019-01-16,FY2018,FY2018 Q3,2018 Feb,Feb,Feb,2,,2018 Feb 27,2018,201802,Q3,27
2019-01-17,FY2018,FY2018 Q3,2018 Feb,Feb,Feb,2,,2018 Feb 28,2018,201802,Q3,28
2019-01-18,FY2018,FY2018 Q3,2018 Mar,Mar,Mar,3,,2018 Mar 01,2018,201803,Q3,01
2019-01-19,FY2018,FY2018 Q3,2018 Mar,Mar,Mar,3,,2018 Mar 02,2018,201803,Q3,02
2019-01-20,FY2018,FY2018 Q3,2018 Mar,Mar,Mar,3,,2018 Mar 03,2018,201803,Q3,03
2019-01-21,FY2018,FY2018 Q3,2018 Mar,Mar,Mar,3,,2018 Mar 04,2018,201803,Q3,04
2019-01-22,FY2018,FY2018 Q3,2018 Mar,Mar,Mar,3,,2018 Mar 05,2018,201803,Q3,05
2019-01-23,FY2018,FY2018 Q3,2018 Mar,Mar,Mar,3,,2018 Mar 06,2018,201803,Q3,06
2019-01-24,FY2018,FY2018 Q3,2018 Mar,Mar,Mar,3,,2018 Mar 07,2018,201803,Q3,07
2019-01-25,FY2018,FY2018 Q3,2018 Mar,Mar,Mar,3,,2018 Mar 08,2018,201803,Q3,08
2019-01-26,FY2018,FY2018 Q3,2018 Mar,Mar,Mar,3,,2018 Mar 09,2018,201803,Q3,09
2019-01-27,FY2018,FY2018 Q3,2018 Mar,Mar,Mar,3,,2018 Mar 10,2018,201803,Q3,10
2019-01-28,FY2018,FY2018 Q3,2018 Mar,Mar,Mar,3,,2018 Mar 11,2018,201803,Q3,11
2019-01-29,FY2018,FY2018 Q3,2018 Mar,Mar,Mar,3,,2018 Mar 12,2018,201803,Q3,12
2019-01-30,FY2018,FY2018 Q3,2018 Mar,Mar,Mar,3,,2018 Mar 13,2018,201803,Q3,13
2019-01-31,FY2018,FY2018 Q3,2018 Mar,Mar,Mar,3,,2018 Mar 14,2018,201803,Q3,14
2019-02-01,FY2018,FY2018 Q3,2018 Mar,Mar,Mar,3,,2018 Mar 15,2018,201803,Q3,15
2019-02-02,FY2018,FY2018 Q3,2018 Mar,Mar,Mar,3,,2018 Mar 16,2018,201803,Q3,16
2019-02-03,FY2018,FY2018 Q3,2018 Mar,Mar,Mar,3,,2018 Mar 17,2018,201803,Q3,17
2019-02-04,FY2018,FY2018 Q3,2018 Mar,Mar,Mar,3,,2018 Mar 18,2018,201803,Q3,18
2019-02-05,FY2018,FY2018 Q3,2018 Mar,Mar,Mar,3,,2018 Mar 19,2018,201803,Q3,19
2019-02-06,FY2018,FY2018 Q3,2018 Mar,Mar,Mar,3,,2018 Mar 20,2018,201803,Q3,20
2019-02-07,FY2018,FY2018 Q3,2018 Mar,Mar,Mar,3,,2018 Mar 21,2018,201803,Q3,21
2019-02-08,FY2018,FY2018 Q3,2018 Mar,Mar,Mar,3,,2018 Mar 22,2018,201803,Q3,22
2019-02-09,FY2018,FY2018 Q3,2018 Mar,Mar,Mar,3,,2018 Mar 23,2018,201803,Q3,23
2019-02-10,FY2018,FY2018 Q3,2018 Mar,Mar,Mar,3,,2018 Mar 24,2018,201803,Q3,24
2019-02-11,FY2018,FY2018 Q3,2018 Mar,Mar,Mar,3,,2018 Mar 25,2018,201803,Q3,25
2019-02-12,FY2018,FY2018 Q3,2018 Mar,Mar,Mar,3,,2018 Mar 26,2018,201803,Q3,26
2019-02-13,FY2018,FY2018 Q3,2018 Mar,Mar,Mar,3,,2018 Mar 27,2018,201803,Q3,27
2019-02-14,FY2018,FY2018 Q3,2018 Mar,Mar,Mar,3,,2018 Mar 28,2018,201803,Q3,28
2019-02-15,FY2018,FY2018 Q3,2018 Mar,Mar,Mar,3,,2018 Mar 29,2018,201803,Q3,29
2019-02-16,FY2018,FY2018 Q3,2018 Mar,Mar,Mar,3,,2018 Mar 30,2018,201803,Q3,30
2019-02-17,FY2018,FY2018 Q3,2018 Mar,Mar,Mar,3,,2018 Mar 31,2018,201803,Q3,31
2019-02-18,FY2018,FY2018 Q4,2018 Apr,Apr,Apr,4,,2018 Apr 01,2018,201804,Q4,01
2019-02-19,FY2018,FY2018 Q4,2018 Apr,Apr,Apr,4,,2018 Apr 02,2018,201804,Q4,02
2019-02-20,FY2018,FY2018 Q4,2018 Apr,Apr,Apr,4,,2018 Apr 03,2018,201804,Q4,03
2019-02-21,FY2018,FY2018 Q4,2018 Apr,Apr,Apr,4,,2018 Apr 04,2018,201804,Q4,04
2019-02-22,FY2018,FY2018 Q4,2018 Apr,Apr,Apr,4,,2018 Apr 05,2018,201804,Q4,05
2019-02-23,FY2018,FY2018 Q4,2018 Apr,Apr,Apr,4,,2018 Apr 06,2018,201804,Q4,06
2019-02-24,FY2018,FY2018 Q4,2018 Apr,Apr,Apr,4,,2018 Apr 07,2018,201804,Q4,07
2019-02-25,FY2018,FY2018 Q4,2018 Apr,Apr,Apr,4,,2018 Apr 08,2018,201804,Q4,08
2019-02-26,FY2018,FY2018 Q4,2018 Apr,Apr,Apr,4,,2018 Apr 09,2018,201804,Q4,09
2019-02-27,FY2018,FY2018 Q4,2018 Apr,Apr,Apr,4,,2018 Apr 10,2018,201804,Q4,10
2019-02-28,FY2018,FY2018 Q4,2018 Apr,Apr,Apr,4,,2018 Apr 11,2018,201804,Q4,11
2019-03-01,FY2018,FY2018 Q4,2018 Apr,Apr,Apr,4,,2018 Apr 12,2018,201804,Q4,12
2019-03-02,FY2018,FY2018 Q4,2018 Apr,Apr,Apr,4,,2018 Apr 13,2018,201804,Q4,13
2019-03-03,FY2018,FY2018 Q4,2018 Apr,Apr,Apr,4,,2018 Apr 14,2018,201804,Q4,14
2019-03-04,FY2018,FY2018 Q4,2018 Apr,Apr,Apr,4,,2018 Apr 15,2018,201804,Q4,15
2019-03-05,FY2018,FY2018 Q4,2018 Apr,Apr,Apr,4,,2018 Apr 16,2018,201804,Q4,16
2019-03-06,FY2018,FY2018 Q4,2018 Apr,Apr,Apr,4,,2018 Apr 17,2018,201804,Q4,17
2019-03-07,FY2018,FY2018 Q4,2018 Apr,Apr,Apr,4,,2018 Apr 18,2018,201804,Q4,18
2019-03-08,FY2018,FY2018 Q4,2018 Apr,Apr,Apr,4,,2018 Apr 19,2018,201804,Q4,19
2019-03-09,FY2018,FY2018 Q4,2018 Apr,Apr,Apr,4,,2018 Apr 20,2018,201804,Q4,20
2019-03-10,FY2018,FY2018 Q4,2018 Apr,Apr,Apr,4,,2018 Apr 21,2018,201804,Q4,21
2019-03-11,FY2018,FY2018 Q4,2018 Apr,Apr,Apr,4,,2018 Apr 22,2018,201804,Q4,22
2019-03-12,FY2018,FY2018 Q4,2018 Apr,Apr,Apr,4,,2018 Apr 23,2018,201804,Q4,23
2019-03-13,FY2018,FY2018 Q4,2018 Apr,Apr,Apr,4,,2018 Apr 24,2018,201804,Q4,24
2019-03-14,FY2018,FY2018 Q4,2018 Apr,Apr,Apr,4,,2018 Apr 25,2018,201804,Q4,25
2019-03-15,FY2018,FY2018 Q4,2018 Apr,Apr,Apr,4,,2018 Apr 26,2018,201804,Q4,26
2019-03-16,FY2018,FY2018 Q4,2018 Apr,Apr,Apr,4,,2018 Apr 27,2018,201804,Q4,27
2019-03-17,FY2018,FY2018 Q4,2018 Apr,Apr,Apr,4,,2018 Apr 28,2018,201804,Q4,28
2019-03-18,FY2018,FY2018 Q4,2018 Apr,Apr,Apr,4,,2018 Apr 29,2018,201804,Q4,29
2019-03-19,FY2018,FY2018 Q4,2018 Apr,Apr,Apr,4,,2018 Apr 30,2018,201804,Q4,30
2019-03-20,FY2018,FY2018 Q4,2018 May,May,May,5,,2018 May 01,2018,201805,Q4,01
2019-03-21,FY2018,FY2018 Q4,2018 May,May,May,5,,2018 May 02,2018,201805,Q4,02
2019-03-22,FY2018,FY2018 Q4,2018 May,May,May,5,,2018 May 03,2018,201805,Q4,03
2019-03-23,FY2018,FY2018 Q4,2018 May,May,May,5,,2018 May 04,2018,201805,Q4,04
2019-03-24,FY2018,FY2018 Q4,2018 May,May,May,5,,2018 May 05,2018,201805,Q4,05
2019-03-25,FY2018,FY2018 Q4,2018 May,May,May,5,,2018 May 06,2018,201805,Q4,06
2019-03-26,FY2018,FY2018 Q4,2018 May,May,May,5,,2018 May 07,2018,201805,Q4,07
2019-03-27,FY2018,FY2018 Q4,2018 May,May,May,5,,2018 May 08,2018,201805,Q4,08
2019-03-28,FY2018,FY2018 Q4,2018 May,May,May,5,,2018 May 09,2018,201805,Q4,09
2019-03-29,FY2018,FY2018 Q4,2018 May,May,May,5,,2018 May 10,2018,201805,Q4,10
2019-03-30,FY2018,FY2018 Q4,2018 May,May,May,5,,2018 May 11,2018,201805,Q4,11
2019-03-31,FY2018,FY2018 Q4,2018 May,May,May,5,,2018 May 12,2018,201805,Q4,12
2019-04-01,FY2018,FY2018 Q4,2018 May,May,May,5,,2018 May 13,2018,201805,Q4,13
2019-04-02,FY2018,FY2018 Q4,2018 May,May,May,5,,2018 May 14,2018,201805,Q4,14
2019-04-03,FY2018,FY2018 Q4,2018 May,May,May,5,,2018 May 15,2018,201805,Q4,15
2019-04-04,FY2018,FY2018 Q4,2018 May,May,May,5,,2018 May 16,2018,201805,Q4,16
2019-04-05,FY2018,FY2018 Q4,2018 May,May,May,5,,2018 May 17,2018,201805,Q4,17
2019-04-06,FY2018,FY2018 Q4,2018 May,May,May,5,,2018 May 18,2018,201805,Q4,18
2019-04-07,FY2018,FY2018 Q4,2018 May,May,May,5,,2018 May 19,2018,201805,Q4,19
2019-04-08,FY2018,FY2018 Q4,2018 May,May,May,5,,2018 May 20,2018,201805,Q4,20
2019-04-09,FY2018,FY2018 Q4,2018 May,May,May,5,,2018 May 21,2018,201805,Q4,21
2019-04-10,FY2018,FY2018 Q4,2018 May,May,May,5,,2018 May 22,2018,201805,Q4,22
2019-04-11,FY2018,FY2018 Q4,2018 May,May,May,5,,2018 May 23,2018,201805,Q4,23
2019-04-12,FY2018,FY2018 Q4,2018 May,May,May,5,,2018 May 24,2018,201805,Q4,24
2019-04-13,FY2018,FY2018 Q4,2018 May,May,May,5,,2018 May 25,2018,201805,Q4,25
2019-04-14,FY2018,FY2018 Q4,2018 May,May,May,5,,2018 May 26,2018,201805,Q4,26
2019-04-15,FY2018,FY2018 Q4,2018 May,May,May,5,,2018 May 27,2018,201805,Q4,27
2019-04-16,FY2018,FY2018 Q4,2018 May,May,May,5,,2018 May 28,2018,201805,Q4,28
2019-04-17,FY2018,FY2018 Q4,2018 May,May,May,5,,2018 May 29,2018,201805,Q4,29
2019-04-18,FY2018,FY2018 Q4,2018 May,May,May,5,,2018 May 30,2018,201805,Q4,30
2019-04-19,FY2018,FY2018 Q4,2018 May,May,May,5,,2018 May 31,2018,201805,Q4,31
2019-04-20,FY2018,FY2018 Q4,2018 Jun,Jun,Jun,6,,2018 Jun 01,2018,201806,Q4,01
2019-04-21,FY2018,FY2018 Q4,2018 Jun,Jun,Jun,6,,2018 Jun 02,2018,201806,Q4,02
2019-04-22,FY2018,FY2018 Q4,2018 Jun,Jun,Jun,6,,2018 Jun 03,2018,201806,Q4,03
2019-04-23,FY2018,FY2018 Q4,2018 Jun,Jun,Jun,6,,2018 Jun 04,2018,201806,Q4,04
2019-04-24,FY2018,FY2018 Q4,2018 Jun,Jun,Jun,6,,2018 Jun 05,2018,201806,Q4,05
2019-04-25,FY2018,FY2018 Q4,2018 Jun,Jun,Jun,6,,2018 Jun 06,2018,201806,Q4,06
2019-04-26,FY2018,FY2018 Q4,2018 Jun,Jun,Jun,6,,2018 Jun 07,2018,201806,Q4,07
2019-04-27,FY2018,FY2018 Q4,2018 Jun,Jun,Jun,6,,2018 Jun 08,2018,201806,Q4,08
2019-04-28,FY2018,FY2018 Q4,2018 Jun,Jun,Jun,6,,2018 Jun 09,2018,201806,Q4,09
2019-04-29,FY2018,FY2018 Q4,2018 Jun,Jun,Jun,6,,2018 Jun 10,2018,201806,Q4,10
2019-04-30,FY2018,FY2018 Q4,2018 Jun,Jun,Jun,6,,2018 Jun 11,2018,201806,Q4,11
2019-05-01,FY2018,FY2018 Q4,2018 Jun,Jun,Jun,6,,2018 Jun 12,2018,201806,Q4,12
2019-05-02,FY2018,FY2018 Q4,2018 Jun,Jun,Jun,6,,2018 Jun 13,2018,201806,Q4,13
2019-05-03,FY2018,FY2018 Q4,2018 Jun,Jun,Jun,6,,2018 Jun 14,2018,201806,Q4,14
2019-05-04,FY2018,FY2018 Q4,2018 Jun,Jun,Jun,6,,2018 Jun 15,2018,201806,Q4,15
2019-05-05,FY2018,FY2018 Q4,2018 Jun,Jun,Jun,6,,2018 Jun 16,2018,201806,Q4,16
2019-05-06,FY2018,FY2018 Q4,2018 Jun,Jun,Jun,6,,2018 Jun 17,2018,201806,Q4,17
2019-05-07,FY2018,FY2018 Q4,2018 Jun,Jun,Jun,6,,2018 Jun 18,2018,201806,Q4,18
2019-05-08,FY2018,FY2018 Q4,2018 Jun,Jun,Jun,6,,2018 Jun 19,2018,201806,Q4,19
2019-05-09,FY2018,FY2018 Q4,2018 Jun,Jun,Jun,6,,2018 Jun 20,2018,201806,Q4,20
2019-05-10,FY2018,FY2018 Q4,2018 Jun,Jun,Jun,6,,2018 Jun 21,2018,201806,Q4,21
2019-05-11,FY2018,FY2018 Q4,2018 Jun,Jun,Jun,6,,2018 Jun 22,2018,201806,Q4,22
2019-05-12,FY2018,FY2018 Q4,2018 Jun,Jun,Jun,6,,2018 Jun 23,2018,201806,Q4,23
2019-05-13,FY2018,FY2018 Q4,2018 Jun,Jun,Jun,6,,2018 Jun 24,2018,201806,Q4,24
2019-05-14,FY2018,FY2018 Q4,2018 Jun,Jun,Jun,6,,2018 Jun 25,2018,201806,Q4,25
2019-05-15,FY2018,FY2018 Q4,2018 Jun,Jun,Jun,6,,2018 Jun 26,2018,201806,Q4,26
2019-05-16,FY2018,FY2018 Q4,2018 Jun,Jun,Jun,6,,2018 Jun 27,2018,201806,Q4,27
2019-05-17,FY2018,FY2018 Q4,2018 Jun,Jun,Jun,6,,2018 Jun 28,2018,201806,Q4,28
2019-05-18,FY2018,FY2018 Q4,2018 Jun,Jun,Jun,6,,2018 Jun 29,2018,201806,Q4,29
2019-05-19,FY2018,FY2018 Q4,2018 Jun,Jun,Jun,6,,2018 Jun 30,2018,201806,Q4,30
2019-05-20,FY2019,FY2019 Q1,2018 Jul,Jul,Jul,7,,2018 Jul 01,2018,201807,Q1,01
2019-05-21,FY2019,FY2019 Q1,2018 Jul,Jul,Jul,7,,2018 Jul 02,2018,201807,Q1,02
2019-05-22,FY2019,FY2019 Q1,2018 Jul,Jul,Jul,7,,2018 Jul 03,2018,201807,Q1,03
2019-05-23,FY2019,FY2019 Q1,2018 Jul,Jul,Jul,7,,2018 Jul 04,2018,201807,Q1,04
2019-05-24,FY2019,FY2019 Q1,2018 Jul,Jul,Jul,7,,2018 Jul 05,2018,201807,Q1,05
2019-05-25,FY2019,FY2019 Q1,2018 Jul,Jul,Jul,7,,2018 Jul 06,2018,201807,Q1,06
2019-05-26,FY2019,FY2019 Q1,2018 Jul,Jul,Jul,7,,2018 Jul 07,2018,201807,Q1,07
2019-05-27,FY2019,FY2019 Q1,2018 Jul,Jul,Jul,7,,2018 Jul 08,2018,201807,Q1,08
2019-05-28,FY2019,FY2019 Q1,2018 Jul,Jul,Jul,7,,2018 Jul 09,2018,201807,Q1,09
2019-05-29,FY2019,FY2019 Q1,2018 Jul,Jul,Jul,7,,2018 Jul 10,2018,201807,Q1,10
2019-05-30,FY2019,FY2019 Q1,2018 Jul,Jul,Jul,7,,2018 Jul 11,2018,201807,Q1,11
2019-05-31,FY2019,FY2019 Q1,2018 Jul,Jul,Jul,7,,2018 Jul 12,2018,201807,Q1,12
2019-06-01,FY2019,FY2019 Q1,2018 Jul,Jul,Jul,7,,2018 Jul 13,2018,201807,Q1,13
2019-06-02,FY2019,FY2019 Q1,2018 Jul,Jul,Jul,7,,2018 Jul 14,2018,201807,Q1,14
2019-06-03,FY2019,FY2019 Q1,2018 Jul,Jul,Jul,7,,2018 Jul 15,2018,201807,Q1,15
2019-06-04,FY2019,FY2019 Q1,2018 Jul,Jul,Jul,7,,2018 Jul 16,2018,201807,Q1,16
2019-06-05,FY2019,FY2019 Q1,2018 Jul,Jul,Jul,7,,2018 Jul 17,2018,201807,Q1,17
2019-06-06,FY2019,FY2019 Q1,2018 Jul,Jul,Jul,7,,2018 Jul 18,2018,201807,Q1,18
2019-06-07,FY2019,FY2019 Q1,2018 Jul,Jul,Jul,7,,2018 Jul 19,2018,201807,Q1,19
2019-06-08,FY2019,FY2019 Q1,2018 Jul,Jul,Jul,7,,2018 Jul 20,2018,201807,Q1,20
2019-06-09,FY2019,FY2019 Q1,2018 Jul,Jul,Jul,7,,2018 Jul 21,2018,201807,Q1,21
2019-06-10,FY2019,FY2019 Q1,2018 Jul,Jul,Jul,7,,2018 Jul 22,2018,201807,Q1,22
2019-06-11,FY2019,FY2019 Q1,2018 Jul,Jul,Jul,7,,2018 Jul 23,2018,201807,Q1,23
2019-06-12,FY2019,FY2019 Q1,2018 Jul,Jul,Jul,7,,2018 Jul 24,2018,201807,Q1,24
2019-06-13,FY2019,FY2019 Q1,2018 Jul,Jul,Jul,7,,2018 Jul 25,2018,201807,Q1,25
2019-06-14,FY2019,FY2019 Q1,2018 Jul,Jul,Jul,7,,2018 Jul 26,2018,201807,Q1,26
2019-06-15,FY2019,FY2019 Q1,2018 Jul,Jul,Jul,7,,2018 Jul 27,2018,201807,Q1,27
2019-06-16,FY2019,FY2019 Q1,2018 Jul,Jul,Jul,7,,2018 Jul 28,2018,201807,Q1,28
2019-06-17,FY2019,FY2019 Q1,2018 Jul,Jul,Jul,7,,2018 Jul 29,2018,201807,Q1,29
2019-06-18,FY2019,FY2019 Q1,2018 Jul,Jul,Jul,7,,2018 Jul 30,2018,201807,Q1,30
2019-06-19,FY2019,FY2019 Q1,2018 Jul,Jul,Jul,7,,2018 Jul 31,2018,201807,Q1,31
2019-06-20,FY2019,FY2019 Q1,2018 Aug,Aug,Aug,8,,2018 Aug 01,2018,201808,Q1,01
2019-06-21,FY2019,FY2019 Q1,2018 Aug,Aug,Aug,8,,2018 Aug 02,2018,201808,Q1,02
2019-06-22,FY2019,FY2019 Q1,2018 Aug,Aug,Aug,8,,2018 Aug 03,2018,201808,Q1,03
2019-06-23,FY2019,FY2019 Q1,2018 Aug,Aug,Aug,8,,2018 Aug 04,2018,201808,Q1,04
2019-06-24,FY2019,FY2019 Q1,2018 Aug,Aug,Aug,8,,2018 Aug 05,2018,201808,Q1,05
2019-06-25,FY2019,FY2019 Q1,2018 Aug,Aug,Aug,8,,2018 Aug 06,2018,201808,Q1,06
2019-06-26,FY2019,FY2019 Q1,2018 Aug,Aug,Aug,8,,2018 Aug 07,2018,201808,Q1,07
2019-06-27,FY2019,FY2019 Q1,2018 Aug,Aug,Aug,8,,2018 Aug 08,2018,201808,Q1,08
2019-06-28,FY2019,FY2019 Q1,2018 Aug,Aug,Aug,8,,2018 Aug 09,2018,201808,Q1,09
2019-06-29,FY2019,FY2019 Q1,2018 Aug,Aug,Aug,8,,2018 Aug 10,2018,201808,Q1,10
2019-06-30,FY2019,FY2019 Q1,2018 Aug,Aug,Aug,8,,2018 Aug 11,2018,201808,Q1,11
2019-07-01,FY2019,FY2019 Q1,2018 Aug,Aug,Aug,8,,2018 Aug 12,2018,201808,Q1,12
2019-07-02,FY2019,FY2019 Q1,2018 Aug,Aug,Aug,8,,2018 Aug 13,2018,201808,Q1,13
2019-07-03,FY2019,FY2019 Q1,2018 Aug,Aug,Aug,8,,2018 Aug 14,2018,201808,Q1,14
2019-07-04,FY2019,FY2019 Q1,2018 Aug,Aug,Aug,8,,2018 Aug 15,2018,201808,Q1,15
2019-07-05,FY2019,FY2019 Q1,2018 Aug,Aug,Aug,8,,2018 Aug 16,2018,201808,Q1,16
2019-07-06,FY2019,FY2019 Q1,2018 Aug,Aug,Aug,8,,2018 Aug 17,2018,201808,Q1,17
2019-07-07,FY2019,FY2019 Q1,2018 Aug,Aug,Aug,8,,2018 Aug 18,2018,201808,Q1,18
2019-07-08,FY2019,FY2019 Q1,2018 Aug,Aug,Aug,8,,2018 Aug 19,2018,201808,Q1,19
2019-07-09,FY2019,FY2019 Q1,2018 Aug,Aug,Aug,8,,2018 Aug 20,2018,201808,Q1,20
2019-07-10,FY2019,FY2019 Q1,2018 Aug,Aug,Aug,8,,2018 Aug 21,2018,201808,Q1,21
2019-07-11,FY2019,FY2019 Q1,2018 Aug,Aug,Aug,8,,2018 Aug 22,2018,201808,Q1,22
2019-07-12,FY2019,FY2019 Q1,2018 Aug,Aug,Aug,8,,2018 Aug 23,2018,201808,Q1,23
2019-07-13,FY2019,FY2019 Q1,2018 Aug,Aug,Aug,8,,2018 Aug 24,2018,201808,Q1,24
2019-07-14,FY2019,FY2019 Q1,2018 Aug,Aug,Aug,8,,2018 Aug 25,2018,201808,Q1,25
2019-07-15,FY2019,FY2019 Q1,2018 Aug,Aug,Aug,8,,2018 Aug 26,2018,201808,Q1,26
2019-07-16,FY2019,FY2019 Q1,2018 Aug,Aug,Aug,8,,2018 Aug 27,2018,201808,Q1,27
2019-07-17,FY2019,FY2019 Q1,2018 Aug,Aug,Aug,8,,2018 Aug 28,2018,201808,Q1,28
2019-07-18,FY2019,FY2019 Q1,2018 Aug,Aug,Aug,8,,2018 Aug 29,2018,201808,Q1,29
2019-07-19,FY2019,FY2019 Q1,2018 Aug,Aug,Aug,8,,2018 Aug 30,2018,201808,Q1,30
2019-07-20,FY2019,FY2019 Q1,2018 Aug,Aug,Aug,8,,2018 Aug 31,2018,201808,Q1,31
2019-07-21,FY2019,FY2019 Q1,2018 Sep,Sep,Sep,9,,2018 Sep 01,2018,201809,Q1,01
2019-07-22,FY2019,FY2019 Q1,2018 Sep,Sep,Sep,9,,2018 Sep 02,2018,201809,Q1,02
2019-07-23,FY2019,FY2019 Q1,2018 Sep,Sep,Sep,9,,2018 Sep 03,2018,201809,Q1,03
2019-07-24,FY2019,FY2019 Q1,2018 Sep,Sep,Sep,9,,2018 Sep 04,2018,201809,Q1,04
2019-07-25,FY2019,FY2019 Q1,2018 Sep,Sep,Sep,9,,2018 Sep 05,2018,201809,Q1,05
2019-07-26,FY2019,FY2019 Q1,2018 Sep,Sep,Sep,9,,2018 Sep 06,2018,201809,Q1,06
2019-07-27,FY2019,FY2019 Q1,2018 Sep,Sep,Sep,9,,2018 Sep 07,2018,201809,Q1,07
2019-07-28,FY2019,FY2019 Q1,2018 Sep,Sep,Sep,9,,2018 Sep 08,2018,201809,Q1,08
2019-07-29,FY2019,FY2019 Q1,2018 Sep,Sep,Sep,9,,2018 Sep 09,2018,201809,Q1,09
2019-07-30,FY2019,FY2019 Q1,2018 Sep,Sep,Sep,9,,2018 Sep 10,2018,201809,Q1,10
2019-07-31,FY2019,FY2019 Q1,2018 Sep,Sep,Sep,9,,2018 Sep 11,2018,201809,Q1,11
2019-08-01,FY2019,FY2019 Q1,2018 Sep,Sep,Sep,9,,2018 Sep 12,2018,201809,Q1,12
2019-08-02,FY2019,FY2019 Q1,2018 Sep,Sep,Sep,9,,2018 Sep 13,2018,201809,Q1,13
2019-08-03,FY2019,FY2019 Q1,2018 Sep,Sep,Sep,9,,2018 Sep 14,2018,201809,Q1,14
2019-08-04,FY2019,FY2019 Q1,2018 Sep,Sep,Sep,9,,2018 Sep 15,2018,201809,Q1,15
2019-08-05,FY2019,FY2019 Q1,2018 Sep,Sep,Sep,9,,2018 Sep 16,2018,201809,Q1,16
2019-08-06,FY2019,FY2019 Q1,2018 Sep,Sep,Sep,9,,2018 Sep 17,2018,201809,Q1,17
2019-08-07,FY2019,FY2019 Q1,2018 Sep,Sep,Sep,9,,2018 Sep 18,2018,201809,Q1,18
2019-08-08,FY2019,FY2019 Q1,2018 Sep,Sep,Sep,9,,2018 Sep 19,2018,201809,Q1,19
2019-08-09,FY2019,FY2019 Q1,2018 Sep,Sep,Sep,9,,2018 Sep 20,2018,201809,Q1,20
2019-08-10,FY2019,FY2019 Q1,2018 Sep,Sep,Sep,9,,2018 Sep 21,2018,201809,Q1,21
2019-08-11,FY2019,FY2019 Q1,2018 Sep,Sep,Sep,9,,2018 Sep 22,2018,201809,Q1,22
2019-08-12,FY2019,FY2019 Q1,2018 Sep,Sep,Sep,9,,2018 Sep 23,2018,201809,Q1,23
2019-08-13,FY2019,FY2019 Q1,2018 Sep,Sep,Sep,9,,2018 Sep 24,2018,201809,Q1,24
2019-08-14,FY2019,FY2019 Q1,2018 Sep,Sep,Sep,9,,2018 Sep 25,2018,201809,Q1,25
2019-08-15,FY2019,FY2019 Q1,2018 Sep,Sep,Sep,9,,2018 Sep 26,2018,201809,Q1,26
2019-08-16,FY2019,FY2019 Q1,2018 Sep,Sep,Sep,9,,2018 Sep 27,2018,201809,Q1,27
2019-08-17,FY2019,FY2019 Q1,2018 Sep,Sep,Sep,9,,2018 Sep 28,2018,201809,Q1,28
2019-08-18,FY2019,FY2019 Q1,2018 Sep,Sep,Sep,9,,2018 Sep 29,2018,201809,Q1,29
2019-08-19,FY2019,FY2019 Q1,2018 Sep,Sep,Sep,9,,2018 Sep 30,2018,201809,Q1,30
2019-08-20,FY2019,FY2019 Q2,2018 Oct,Oct,Oct,10,,2018 Oct 01,2018,201810,Q2,01
2019-08-21,FY2019,FY2019 Q2,2018 Oct,Oct,Oct,10,,2018 Oct 02,2018,201810,Q2,02
2019-08-22,FY2019,FY2019 Q2,2018 Oct,Oct,Oct,10,,2018 Oct 03,2018,201810,Q2,03
2019-08-23,FY2019,FY2019 Q2,2018 Oct,Oct,Oct,10,,2018 Oct 04,2018,201810,Q2,04
2019-08-24,FY2019,FY2019 Q2,2018 Oct,Oct,Oct,10,,2018 Oct 05,2018,201810,Q2,05
2019-08-25,FY2019,FY2019 Q2,2018 Oct,Oct,Oct,10,,2018 Oct 06,2018,201810,Q2,06
2019-08-26,FY2019,FY2019 Q2,2018 Oct,Oct,Oct,10,,2018 Oct 07,2018,201810,Q2,07
2019-08-27,FY2019,FY2019 Q2,2018 Oct,Oct,Oct,10,,2018 Oct 08,2018,201810,Q2,08
2019-08-28,FY2019,FY2019 Q2,2018 Oct,Oct,Oct,10,,2018 Oct 09,2018,201810,Q2,09
